立案时间,火警地址,火警类型,所属大队,所属街道,实/虚警,所属队站,备注内容,微站,微站调派时间,微站出动时间,微站到场时间,微站出动用时,中队到场时间,微站出水情况,微站处置,建筑物内/外,中队出动时间
2/6/2025 12:21,浦东新区 周浦镇 周市路380弄20号楼10楼1003室 (信诚·丽都苑)（消防处置）（到场处置）,居民,三林大队（六大队）,周浦镇,实警,周浦站,烧杂物,周浦专职队,2/6/2025 12:22,2/6/2025 12:22,2/6/2025 12:27,0.0,2/6/2025 12:26,分,排查,,2/6/2025 12:22
2/6/2025 11:44,浦东新区 周浦镇 关岳路229弄21号402室（误报）（到场未处置）,居民,三林大队（六大队）,周浦镇,虚警,周浦站,烧锅子,周浦专职队,2/6/2025 11:45,2/6/2025 11:47,2/6/2025 11:53,117.0,2/6/2025 11:52,否,排查,,2/6/2025 11:45
2/6/2025 11:04,浦东新区 新场镇 沪南公路 靠近 杨辉路 路口停车场（微站处置）（到场未处置）,车辆,惠南大队（八大队）,新场镇,实警,航头站,车辆车厢内烧杂物,新场专职队,2/6/2025 11:04,2/6/2025 11:06,2/6/2025 11:12,112.0,2/6/2025 11:15,是,出水处置,,2/6/2025 11:04
2/6/2025 9:01,浦东新区 张江镇 中科路 靠近 中环路（误报）（到场未处置）,杂物,川沙大队（三大队）,张江镇,虚警,张江站,蒸汽站锅炉正常排烟,玉兰香苑微站,2/6/2025 9:03,2/6/2025 9:03,2/6/2025 9:07,18.0,2/6/2025 9:16,否,监护,,2/6/2025 9:02
2/6/2025 8:53,浦东新区 高东镇 光泽路428弄(高东馨苑)56号5楼（经核实无需消防处置）（到场未处置）,居民,保税大队（四大队）,高东镇,实警,保税站,楼道电表箱冒烟,高东微站,2/6/2025 8:54,2/6/2025 8:56,2/6/2025 9:01,119.0,2/6/2025 9:06,否,监护,,2/6/2025 8:54
2/6/2025 8:43,浦东新区 张江镇  孙桥公寓7号楼601室（误报）（到场未处置）,居民,川沙大队（三大队）,张江镇,虚警,张江站,浴霸短路,孙建微站,2/6/2025 8:45,2/6/2025 8:46,2/6/2025 8:52,115.0,2/6/2025 8:55,否,排查,,2/6/2025 8:45
2/5/2025 22:48,浦东新区 唐镇镇 齐爱路 靠近 银樽路 桥上（烟花）（消防处置）（到场处置）,杂物,川沙大队（三大队）,唐镇,实警,唐镇站,烟花残骸着火,唐兴路微站,2/5/2025 22:49,2/5/2025 22:50,2/5/2025 22:54,54.0,2/5/2025 22:54,否,配合处置,,2/5/2025 22:49
2/5/2025 20:56,浦东新区 川沙新镇 玉盘南路800弄门口河边（误报）（到场未处置）,杂物,川沙大队（三大队）,川沙新镇,虚警,唐镇站,室外放烟花，无着火情况,唐兴路微站,2/5/2025 20:57,2/5/2025 20:59,2/5/2025 21:02,115.0,2/5/2025 21:01,否,配合处置,,2/5/2025 20:56
2/5/2025 19:00,浦东新区 祝桥镇 远航路 靠近 川南奉公路 往西200米 路北侧（微站处置）（到场未处置）,杂物,惠南大队（八大队）,祝桥镇,实警,江镇站,河边烧杂草,祝桥专职队,2/5/2025 19:02,2/5/2025 19:02,2/5/2025 19:07,24.0,2/5/2025 19:13,是,出水处置,,2/5/2025 19:00
2/5/2025 18:29,浦东新区 南汇新城镇 古棕路250弄66号门口（其他社会力量处置）（到场处置）,杂物,临港大队（九大队）,南汇新城镇,实警,滴水湖站,树着火,方竹路微站,2/5/2025 18:30,2/5/2025 18:32,2/5/2025 18:38,80.0,2/5/2025 18:33,否,配合处置,,2/5/2025 18:30
2/5/2025 18:27,浦东新区 川沙新镇 川沙路 靠近 华夏东路（燃烧物质燃烬）（到场处置）,杂物,川沙大队（三大队）,川沙新镇,实警,川沙站,室外垃圾桶着火,城厢南市微站,2/5/2025 18:28,2/5/2025 18:28,2/5/2025 18:32,23.0,2/5/2025 18:35,否,监护,,2/5/2025 18:28
2/5/2025 13:14,浦东新区 张江镇 中环路 靠近 科苑路 高架桥下(驻防车出动)（消防处置）（到场处置）,杂物,川沙大队（三大队）,张江镇,实警,张江站,路边烧杂草,御桥微站,2/5/2025 13:16,2/5/2025 13:18,2/5/2025 13:26,148.0,2/5/2025 13:24,否,配合处置,,2/5/2025 13:15
2/5/2025 12:41,浦东新区 宣桥镇 航三路 野生动物园地铁站往东200米（消防处置）（到场处置）,杂物,惠南大队（八大队）,宣桥镇,实警,惠南站,路边烧杂草,艺泰安邦微站,2/5/2025 12:42,2/5/2025 12:43,2/5/2025 12:49,46.0,2/5/2025 12:51,是,出水处置,,2/5/2025 12:41
2/5/2025 12:17,浦东新区 书院镇 两港大道 靠近 三三公路 西侧2公里(消防处置)（到场处置）,杂物,临港大队（九大队）,书院镇,实警,书院站,室外烧杂草,东场微站,2/5/2025 12:18,2/5/2025 12:20,2/5/2025 12:26,151.0,2/5/2025 12:27,否,配合处置,,2/5/2025 12:18
2/5/2025 9:31,浦东新区 张江镇 爱迪生路326号 同田生化（误报）,单位,川沙大队（三大队）,张江镇,虚警,张江站,现场无着火冒烟情况,川杨新苑社区微站,2/5/2025 9:33,2/5/2025 9:34,2/5/2025 9:40,64.0,2/5/2025 9:41,否,排查,,2/5/2025 9:32
2/5/2025 9:07,浦东新区 三林镇 高青路203号 祥灏汽车养护中心（消防处置）（到场处置）,单位,三林大队（六大队）,三林镇,实警,周渡站,门面店内烧沙发,前滩微站,2/5/2025 9:10,2/5/2025 9:11,2/5/2025 9:18,94.0,2/5/2025 9:12,否,配合处置,,2/5/2025 9:08
2/5/2025 7:47,浦东新区 三林镇 板泉路 靠近 浦三路（EB）（消防处置）（到场处置）,车辆（电瓶车）,三林大队（六大队）,三林镇,实警,永泰站,室外一辆电瓶车着火,杨东微站,2/5/2025 7:47,2/5/2025 7:48,2/5/2025 7:54,51.0,2/5/2025 7:53,否,配合处置,,2/5/2025 7:47
2/4/2025 21:38,浦东新区 唐镇镇 创新中路199弄(齐爱佳苑)29号201室（误报）,居民,川沙大队（三大队）,唐镇,虚警,唐镇站,居民家中浴霸短路，无着火,唐兴路微站,2/4/2025 21:39,2/4/2025 21:40,2/4/2025 21:44,101.0,2/4/2025 21:42,否,警戒,,2/4/2025 21:38
2/4/2025 19:09,浦东新区 凌桥镇 江心沙路3199号世纪好又多超市内（误报）（中途返队）,单位,保税大队（四大队）,高桥镇,虚警,高桥站,现场是电闸有焦味，没有着火。,仓房村微站,2/4/2025 19:09,2/4/2025 19:11,2/4/2025 19:14,104.0,2/4/2025 19:12,否,警戒,,2/4/2025 19:09
2/4/2025 18:25,浦东新区 合庆镇 环庆东路168弄50号102室(地纬家苑)（误报）（到场未处置）,居民,川沙大队（三大队）,合庆镇,虚警,川沙站,居民家中烧锅子,合庆专职队,2/4/2025 18:26,2/4/2025 18:27,2/4/2025 18:31,76.0,2/4/2025 18:36,否,警戒,,2/4/2025 18:25
2/4/2025 15:25,浦东新区 塘桥街道 蓝村路470弄21号303室(文兰小区)（误报）（到场未处置）,居民,陆家嘴大队（一大队）,塘桥街道,虚警,塘东站,家中正常煮饭，误报,蓝村微站,2/4/2025 15:25,2/4/2025 15:26,2/4/2025 15:31,40.0,2/4/2025 15:30,否,警戒,,2/4/2025 15:25
2/4/2025 15:08,浦东新区 川沙新镇 川六公路285号（消防处置）（到场处置）,杂物,川沙大队（三大队）,川沙新镇,实警,川沙站,农田内烧杂草,国际精工园微站,2/4/2025 15:09,2/4/2025 15:11,2/4/2025 15:18,99.0,2/4/2025 15:20,是,出水处置,,2/4/2025 15:09
2/4/2025 14:37,浦东新区 泥城镇 云汉路1096弄71号401室(荷风华庭)（消防处置）（到场处置）,居民,临港大队（九大队）,泥城镇,实警,泥城站,居民厨房位置天然管道冒烟,彭镇微站,2/4/2025 14:38,2/4/2025 14:39,2/4/2025 14:49,50.0,2/4/2025 14:46,否,警戒,,2/4/2025 14:37
2/4/2025 13:30,浦东新区 川沙新镇 园二小区2支弄（居民处置）（到场处置）,杂物,川沙大队（三大队）,川沙新镇,实警,川沙站,农田里面烧杂草,城厢南市微站,2/4/2025 13:31,2/4/2025 13:31,2/4/2025 13:39,13.0,2/4/2025 13:40,是,出水处置,,2/4/2025 13:31
2/4/2025 13:08,浦东新区 南码头路街道 浦三路786弄31号103室轻工六里小区（居民处置）（到场处置）,居民,世博大队（七大队）,南码头路街道,实警,临沂站,居民室外空调起火,临沂六村微站,2/4/2025 13:09,2/4/2025 13:10,2/4/2025 13:19,57.0,2/4/2025 13:20,否,警戒,,2/4/2025 13:08
2/4/2025 11:16,浦东新区 祝桥镇 祝安苑126号1202室（消防处置）（到场处置）,居民,惠南大队（八大队）,祝桥镇,实警,祝桥站,居民家中烧锅子,祝桥微站,2/4/2025 11:18,2/4/2025 11:18,2/4/2025 11:23,6.0,2/4/2025 11:24,否,警戒,,2/4/2025 11:16
2/4/2025 10:18,浦东新区 泥城镇彭庙村16组学士302号 农村自建房（微站处置）（到场未处置）,居民,临港大队（九大队）,泥城镇,实警,泥城站,自建房烟囱位置木板着火,彭镇微站,2/4/2025 10:20,2/4/2025 10:20,2/4/2025 10:24,19.0,2/4/2025 10:32,是,出水处置,,2/4/2025 10:19
2/4/2025 2:52,浦东新区 陆家嘴街道 崂山四村 12号楼1楼（驻防车出动）（误报）（到场未处置）,居民,陆家嘴大队（一大队）,陆家嘴街道,虚警,铜山站,锅子菜烧糊，误报,陆家嘴微站,2/4/2025 2:54,2/4/2025 2:54,2/4/2025 2:58,-18.0,2/4/2025 2:57,否,监护,,2/4/2025 2:53
2/3/2025 22:55,浦东新区 曹路镇 金钻路398弄6号903室（误报）,居民,外高桥大队（五大队）,曹路镇,虚警,曹路站,取暖灯短路,金钻路微站,2/3/2025 22:55,2/3/2025 22:57,2/3/2025 23:02,117.0,2/3/2025 23:05,否,警戒,,2/3/2025 22:55
2/3/2025 21:18,浦东新区 洋泾街道 浦东大道1460弄34号301室（误报）（到场未处置）,居民,陆家嘴大队（一大队）,洋泾街道,虚警,铜山站,电线短路，无起火,苗圃微站,2/3/2025 21:19,2/3/2025 21:20,2/3/2025 21:25,53.0,2/3/2025 21:22,否,警戒,,2/3/2025 21:19
2/3/2025 20:48,浦东新区 唐镇 创新西路333号唐丰苑75号101室（误报）（到场未处置）,居民,川沙大队（三大队）,唐镇,虚警,唐镇站,居民家中烧锅子,龚卢路微站,2/3/2025 20:49,2/3/2025 20:49,2/3/2025 20:52,51.0,2/3/2025 20:53,否,警戒,,2/3/2025 20:48
2/3/2025 20:31,浦东新区 大团镇 金园村202号（误报）（到场未处置）,电线,临港大队（九大队）,大团镇,虚警,大团站,室外电线冒火星,大团微站,2/3/2025 20:31,2/3/2025 20:33,2/3/2025 20:44,120.0,2/3/2025 20:43,否,警戒,,2/3/2025 20:31
2/3/2025 19:54,浦东新区 川沙新镇 华沙一村11号601室（居民处置）（到场未处置）,居民,川沙大队（三大队）,川沙新镇,实警,川沙站,居民楼道内纸箱起火,城厢南市微站,2/3/2025 19:55,2/3/2025 19:56,2/3/2025 20:02,44.0,2/3/2025 20:03,否,警戒,,2/3/2025 19:54
2/3/2025 19:06,浦东新区 花木街道 芳芯路149弄(南杨花园)4幢8号502室（误报）（到场未处置）,居民,陆家嘴大队（一大队）,花木街道,虚警,塘东站,家中拖线板短路冒烟,培花微站,2/3/2025 19:07,2/3/2025 19:07,2/3/2025 19:10,31.0,2/3/2025 19:13,否,警戒,,2/3/2025 19:07
2/3/2025 17:15,浦东新区 上钢新村街道 长清路10号(教育大楼)（误报）,居民,世博大队（七大队）,上钢新村街道,虚警,周渡站,报警器误报,上钢六村微站,2/3/2025 17:16,2/3/2025 17:17,2/3/2025 17:21,91.0,2/3/2025 17:20,否,排查,,2/3/2025 17:16
2/3/2025 16:04,浦东新区 周家渡街道 成山路668弄46号303室（误报）（到场未处置）,居民,世博大队（七大队）,周家渡街道,虚警,临沂站,居民家中烧锅子,恒大微站,2/3/2025 16:04,2/3/2025 16:06,2/3/2025 16:17,121.0,2/3/2025 16:19,否,警戒,,2/3/2025 16:04
2/3/2025 15:53,浦东新区 三林镇 东书房路390弄93号13楼楼道 三林世博家园D区（居民处置）（到场未处置）,居民,三林大队（六大队）,三林镇,实警,永泰站,楼道内烧纸板杂物,世博微站,2/3/2025 15:54,2/3/2025 15:54,2/3/2025 15:55,16.0,2/3/2025 16:02,否,排查,,2/3/2025 15:53
2/3/2025 15:41,浦东新区 陆家嘴街道 栖霞路286弄 梅一小区88号404室（误报）（到场未处置）,居民,陆家嘴大队（一大队）,陆家嘴街道,虚警,铜山站,未发现着火冒烟情况,陆家嘴微站,2/3/2025 15:43,2/3/2025 15:44,2/3/2025 15:50,43.0,2/3/2025 15:47,否,排查,,2/3/2025 15:41
2/3/2025 13:10,浦东新区 三林镇懿德村 新桥港河桥（EB）（消防处置）（到场处置）,车辆（电瓶车）,三林大队（六大队）,三林镇,实警,林南站,行驶途中的电动自行车自燃,三林专职队,2/3/2025 13:11,2/3/2025 13:11,2/3/2025 13:17,49.0,2/3/2025 13:15,否,警戒,,2/3/2025 13:10
2/3/2025 7:26,浦东新区 泥城镇 彭平东路1103弄彭平花园71号2楼（居民处置）（到场未处置）,居民,临港大队（九大队）,泥城镇,实警,泥城站,居民阳台上烧枕头,泥城微站,2/3/2025 7:28,2/3/2025 7:30,2/3/2025 7:40,154.0,2/3/2025 7:37,否,警戒,,2/3/2025 7:26
2/3/2025 2:06,浦东新区 书院镇四灶村果园6组114号,居民,临港大队（九大队）,书院镇,实警,书院站,厨房烧家具杂物,新港微站,2/3/2025 2:07,2/3/2025 2:08,2/3/2025 2:15,50.0,2/3/2025 2:19,是,出水处置,,2/3/2025 2:06
2/2/2025 22:31,浦东新区 老港镇 成日新墅199号（消防处置）（到场处置）,居民,临港大队（九大队）,老港镇,实警,老港站,客厅电视机着火,牛肚村微站,2/2/2025 22:32,2/2/2025 22:32,2/2/2025 22:39,-21.0,2/2/2025 22:41,否,人员疏散,,2/2/2025 22:32
2/2/2025 22:02,浦东新区 浦兴路街道 东陆路 东荷小区89号401室（误报）,居民,外高桥大队（五大队）,浦兴路街道,虚警,庆宁站,误报,东陆路微站,2/2/2025 22:03,2/2/2025 22:05,2/2/2025 22:09,74.0,2/2/2025 22:15,否,警戒,,2/2/2025 22:04
2/2/2025 16:21,浦东新区 张江镇 黄浦花园5号102室（微站处置）（到场处置）,居民,川沙大队（三大队）,张江镇,实警,张江站,烧院子内木架子,孙建微站,2/2/2025 16:22,2/2/2025 16:23,2/2/2025 16:25,60.0,2/2/2025 16:32,是,出水处置,,2/2/2025 16:22
2/2/2025 16:16,浦东新区 周家渡街道 昌里东路736号云莲公寓203室（误报）（到场未处置）,居民,世博大队（七大队）,周家渡街道,虚警,临沂站,误报,恒大微站,2/2/2025 16:17,2/2/2025 16:19,2/2/2025 16:27,86.0,2/2/2025 16:28,否,警戒,,2/2/2025 16:17
2/2/2025 11:10,浦东新区 塘桥街道 浦建路729号（误报）（到场未处置）,居民,陆家嘴大队（一大队）,塘桥街道,虚警,塘东站,误报,蓝村微站,2/2/2025 11:12,2/2/2025 11:12,2/2/2025 11:16,20.0,2/2/2025 11:15,否,警戒,,2/2/2025 11:11
2/2/2025 9:51,浦东新区 祝桥镇星光村 8组971号（居民处置）（到场处置）,杂物,惠南大队（八大队）,祝桥镇,实警,祝桥站,室外烧垃圾桶,祝桥微站,2/2/2025 9:53,2/2/2025 9:54,2/2/2025 9:58,53.0,2/2/2025 10:03,是,出水处置,,2/2/2025 9:52
2/2/2025 7:57,浦东新区 北蔡镇 大华锦绣华城 十二街区103栋3楼（误报）,居民,三林大队（六大队）,北蔡镇,虚警,塘东站,电表箱冒烟,世博微站,2/2/2025 7:58,2/2/2025 8:01,2/2/2025 8:07,152.0,2/2/2025 8:13,否,警戒,,2/2/2025 7:58
2/2/2025 7:40,浦东新区 祝桥镇星火村8组412号 盐仓小学南边（消防处置）（到场处置）,杂物,惠南大队（八大队）,祝桥镇,实警,祝桥站,室外烧木板,盐仓微站,2/2/2025 7:41,2/2/2025 7:44,2/2/2025 7:52,196.0,2/2/2025 7:46,否,警戒,,2/2/2025 7:41
2/2/2025 6:56,浦东新区 张江镇 农元路218号序知园林（驻防车出动）（消防处置）（到场处置）,杂物,川沙大队（三大队）,张江镇,实警,唐镇站,烧稻草,环东村微站,2/2/2025 6:58,2/2/2025 7:00,2/2/2025 7:04,89.0,2/2/2025 7:05,否,警戒,,2/2/2025 6:57
2/2/2025 6:51,浦东新区 金杨新村街道 灵山路1724弄27号（误报）（到场处置）,居民,陆家嘴大队（一大队）,金杨新村街道,虚警,庆宁站,误报,灵山微站,2/2/2025 6:54,2/2/2025 6:55,2/2/2025 7:01,79.0,2/2/2025 7:02,否,警戒,,2/2/2025 6:52
2/2/2025 2:23,浦东新区 宣桥镇 下盐路 靠近 宣六港东路（消防处置）（到场处置）,杂物,惠南大队（八大队）,宣桥镇,实警,惠南站,路边烧垃圾,明祥苑微站,2/2/2025 2:24,2/2/2025 2:25,2/2/2025 2:32,34.0,2/2/2025 2:33,是,出水处置,,2/2/2025 2:23
2/2/2025 1:23,浦东新区 祝桥镇 望三村3队包家宅4号（烟花）（消防处置）（到场处置）,杂物,惠南大队（八大队）,祝桥镇,实警,江镇站,烧室外院子内的柴火,六团储店微站,2/2/2025 1:25,2/2/2025 1:27,2/2/2025 1:31,90.0,2/2/2025 1:31,否,配合处置,,2/2/2025 1:24
2/2/2025 0:58,浦东新区 川沙新镇  妙川路靠近华戴路的桥上（误报）（到场未处置）,杂物,川沙大队（三大队）,川沙新镇,虚警,川沙站,误报,城厢南市微站,2/2/2025 0:59,2/2/2025 1:00,2/2/2025 1:10,39.0,2/2/2025 1:06,否,警戒,,2/2/2025 0:58
2/2/2025 0:35,浦东新区 川沙新镇 新德西路511弄(新德佳苑)9号楼外（消防处置）（到场处置）,杂物,川沙大队（三大队）,川沙新镇,实警,唐镇站,室外垃圾桶着火,长丰社区微站,2/2/2025 0:36,2/2/2025 0:38,2/2/2025 0:41,157.0,2/2/2025 0:41,否,警戒,,2/2/2025 0:35
2/2/2025 0:08,浦东新区 惠南镇 政海路 靠近 沪南公路  南面50米 （误报）,车辆,惠南大队（八大队）,惠南镇,虚警,惠南站,误报,勤奋微站,2/2/2025 0:10,2/2/2025 0:10,2/2/2025 0:14,14.0,2/2/2025 0:20,否,警戒,,2/2/2025 0:09
2/2/2025 0:02,浦东新区 惠南镇 惠园路 靠近 靖海南路 东面100米（微站处置）（到场未处置）,杂物,惠南大队（八大队）,惠南镇,实警,惠南站,烧树叶,黄路村微站,2/2/2025 0:04,2/2/2025 0:05,2/2/2025 0:07,67.0,2/2/2025 0:14,是,出水处置,,2/2/2025 0:03
2/1/2025 23:41,浦东新区 金杨新村街道 博山东路440弄37号502室 黄山一村（误报）,居民,陆家嘴大队（一大队）,金杨新村街道,虚警,庆宁站,误报,黄山微站,2/1/2025 23:43,2/1/2025 23:43,2/1/2025 23:48,25.0,2/1/2025 23:50,否,警戒,,2/1/2025 23:42
2/1/2025 23:12,浦东新区 洋泾街道 栖山路401弄(凌高小区)6号6楼（自动喷淋装置作用）（到场处置）,居民,陆家嘴大队（一大队）,洋泾街道,实警,庆宁站,走道沙发着火,苗圃微站,2/1/2025 23:15,2/1/2025 23:15,2/1/2025 23:19,9.0,2/1/2025 23:18,否,警戒,,2/1/2025 23:13
2/1/2025 20:37,浦东新区 宣桥镇新安村130号 农村自建房 （居民处置）（到场处置）,居民,惠南大队（八大队）,宣桥镇,实警,惠南站,烧床上一个枕头,欣秋苑微站,2/1/2025 20:39,2/1/2025 20:42,2/1/2025 20:50,167.0,2/1/2025 20:49,否,警戒,,2/1/2025 20:38
2/1/2025 19:38,浦东新区 曹路镇 顾荣路269弄22号6楼 靠近 海鹏路（居民处置）（到场处置）,居民,外高桥大队（五大队）,曹路镇,实警,曹路站,楼道烧杂物,市场路微站,2/1/2025 19:38,2/1/2025 19:40,2/1/2025 19:48,106.0,2/1/2025 19:46,否,警戒,,2/1/2025 19:38
2/1/2025 12:58,浦东新区 合庆镇 龙东大道 往北不到 G1503收费口50米（祭扫）（居民处置）（到场未处置）,杂物,川沙大队（三大队）,合庆镇,实警,川沙站,室外烧祭祀,虹星路微站,2/1/2025 13:01,2/1/2025 13:04,2/1/2025 13:15,184.0,2/1/2025 13:14,否,警戒,,2/1/2025 12:59
2/1/2025 9:23,浦东新区 沪东新村街道 莱阳路218号401室（经核实无需消防处置）（到场未处置）,居民,外高桥大队（五大队）,沪东新村街道,虚警,庆宁站,开门,莱阳路微站,2/1/2025 9:23,2/1/2025 9:24,2/1/2025 9:29,72.0,2/1/2025 9:31,否,警戒,,2/1/2025 9:23
2/1/2025 6:29,浦东新区 大团镇 团新村二团1682号隔壁农村自建房（消防处置）（到场处置）,居民,临港大队（九大队）,大团镇,实警,大团站,1楼居民房间内烧洗衣机,黄路村微站,2/1/2025 6:30,2/1/2025 6:33,2/1/2025 6:42,202.0,2/1/2025 6:43,否,警戒,,2/1/2025 6:30
1/31/2025 22:37,浦东新区 塘桥街道 南泉路1211弄20号404室（误报）,居民,陆家嘴大队（一大队）,塘桥街道,虚警,塘东站,无着火冒烟情况，误报,蓝村微站,1/31/2025 22:38,1/31/2025 22:39,1/31/2025 22:45,45.0,1/31/2025 22:45,否,监护,,1/31/2025 22:38
1/31/2025 21:47,浦东新区 上钢新村街道 上钢二村13号楼 1楼公司内（误报）,单位,世博大队（七大队）,上钢新村街道,虚警,周渡站,室外电瓶车报警器鸣响,上钢六村微站,1/31/2025 21:48,1/31/2025 21:48,1/31/2025 21:56,26.0,1/31/2025 21:56,否,监护,,1/31/2025 21:47
1/31/2025 19:42,浦东新区 周浦镇 万达广场 宁波银行门口马路边(误报)(到场未处置),杂物,三林大队（六大队）,周浦镇,虚警,周浦站,未发现着火冒烟情况,周浦专职队,1/31/2025 19:44,1/31/2025 19:47,1/31/2025 19:52,185.0,1/31/2025 19:55,否,监护,,1/31/2025 19:43
1/31/2025 19:30,浦东新区 三林镇 玉泉街77弄7号302室(华夏小区)（消防处置）（到场处置）,居民,三林大队（六大队）,三林镇,实警,周渡站,烧厨房油烟机,上钢六村微站,1/31/2025 19:36,1/31/2025 19:36,1/31/2025 19:42,32.0,1/31/2025 19:42,否,监护,,1/31/2025 19:31
1/31/2025 19:28,浦东新区 祝桥镇 航亭环路225弄210室 上海品乐酒店管理有限公司（人密场所）（消防处置）（到场处置）,单位,惠南大队（八大队）,祝桥镇,实警,祝桥站,烧2楼衣柜,东海微站,1/31/2025 19:31,1/31/2025 19:32,1/31/2025 19:45,61.0,1/31/2025 19:34,否,监护,,1/31/2025 19:29
1/31/2025 16:15,浦东新区 康桥镇 罗山路秀沿路口往北100米　高架桥下面（误报）（到场未处置）,电线,三林大队（六大队）,康桥镇,虚警,周浦站,有人烧烤，无着火情况,沿南村微站,1/31/2025 16:16,1/31/2025 16:18,1/31/2025 16:21,85.0,1/31/2025 16:27,否,监护,,1/31/2025 16:16
1/31/2025 16:07,浦东新区 唐镇镇 唐陆公路 靠近川杨河桥 边上（误报）（到场未处置）,电线,川沙大队（三大队）,川沙新镇,虚警,唐镇站,未发现着火冒烟情况,玉兰香苑微站,1/31/2025 16:09,1/31/2025 16:09,1/31/2025 16:14,13.0,1/31/2025 16:10,否,监护,,1/31/2025 16:07
1/31/2025 14:31,浦东新区 高行镇 金京路 靠近 东靖路（驻防车出动）（消防处置）（到场处置）,车辆,保税大队（四大队）,高行镇,实警,五洲站,车辆冒烟，无着火情况,华高微站,1/31/2025 14:32,1/31/2025 14:33,1/31/2025 14:39,51.0,1/31/2025 14:39,分,监护,,1/31/2025 14:32
1/31/2025 14:24,浦东新区 泥城镇 霞光路 乾耀东港24号（微站处置）（到场未处置）,杂物,临港大队（九大队）,泥城镇,实警,泥城站,室外电线杆烧鸟窝,彭镇微站,1/31/2025 14:27,1/31/2025 14:27,1/31/2025 14:35,40.0,1/31/2025 14:37,是,出水处置,,1/31/2025 14:25
1/31/2025 13:35,浦东新区 张江镇 孙农路200弄68号（驻防车出动）（消防处置）（到场处置）,居民,川沙大队（三大队）,张江镇,实警,张江站,烧2楼卧室内床和家具,孙桥微站,1/31/2025 13:36,1/31/2025 13:39,1/31/2025 13:43,139.0,1/31/2025 13:44,否,监护,,1/31/2025 13:36
1/31/2025 12:59,浦东新区 三林镇 东书房路390弄84号4楼（居民处置）（到场处置）,居民,三林大队（六大队）,三林镇,实警,永泰站,楼梯间烧杂物,世博微站,1/31/2025 13:00,1/31/2025 13:02,1/31/2025 13:08,91.0,1/31/2025 13:08,否,监护,,1/31/2025 12:59
1/31/2025 12:05,浦东新区 祝桥镇 邓二村3队谢家宅马路边上（误报）（到场未处置）,电线,惠南大队（八大队）,祝桥镇,虚警,江镇站,室外电线短路,祝桥专职队,1/31/2025 12:08,1/31/2025 12:09,1/31/2025 12:17,40.0,1/31/2025 12:17,否,监护,,1/31/2025 12:07
1/31/2025 11:28,浦东新区 三林镇 西营南路11弄 新华苑停车场（消防处置）（到场处置）,杂物,三林大队（六大队）,三林镇,实警,周渡站,室外烧杂草,济阳三村微站,1/31/2025 11:29,1/31/2025 11:31,1/31/2025 11:42,90.0,1/31/2025 11:39,否,监护,,1/31/2025 11:29
1/31/2025 4:51,浦东新区 周浦镇 瑞浦路287弄中虹佳园东区70号401室（消防处置）（到场处置）,居民,三林大队（六大队）,周浦镇,实警,周浦站,居民客厅烧沙发及杂物,沈西村微站,1/31/2025 4:53,1/31/2025 4:56,1/31/2025 5:03,211.0,1/31/2025 4:59,,nan,,1/31/2025 4:52
1/31/2025 2:59,浦东新区 川沙新镇 川六公路1158-2幢农村自建房（误报）（到场未处置）,居民,川沙大队（三大队）,川沙新镇,实警,川沙站,居民浴霸短路,六团储店微站,1/31/2025 3:00,1/31/2025 3:02,1/31/2025 3:10,127.0,1/31/2025 3:10,,nan,,1/31/2025 2:59
1/30/2025 23:17,浦东新区 周浦镇 瑞浦路77弄(欧风家园北区)56号502室（居民处置）（到场处置）,居民,三林大队（六大队）,周浦镇,实警,周浦站,阳台烧杂物,沈西村微站,1/30/2025 23:18,1/30/2025 23:19,1/30/2025 23:27,81.0,1/30/2025 23:26,否,监护,,1/30/2025 23:18
1/30/2025 23:06,浦东新区 三林镇 和炯路 靠近 林展路 依水园一期8号13楼（居民处置）（到场处置）,居民,三林大队（六大队）,三林镇,实警,林南站,楼道内电表箱冒烟,懿德微站,1/30/2025 23:07,1/30/2025 23:07,1/30/2025 23:15,10.0,1/30/2025 23:14,否,监护,,1/30/2025 23:07
1/30/2025 21:44,浦东新区  曹路镇 华谐路 靠近 秦家港路（消防处置）（到场处置）,杂物,外高桥大队（五大队）,曹路镇,实警,曹路站,室外烧杂物,民区路微站,1/30/2025 21:45,1/30/2025 21:47,1/30/2025 21:53,91.0,1/30/2025 21:53,否,监护,,1/30/2025 21:44
1/30/2025 21:01,浦东新区 高行镇 双桥路1139弄(东源名都)7号门口（驻防车出动）（消防处置）（到场处置）,车辆,保税大队（四大队）,高行镇,实警,五洲站,燃油车全面燃烧,华高微站,1/30/2025 21:02,1/30/2025 21:03,1/30/2025 21:04,14.0,1/30/2025 21:08,是,出水处置,,1/30/2025 21:01
1/30/2025 20:33,浦东新区 张江镇 申江路 靠近 沔北路（驻防车出动）（微站处置）（到场未处置）,杂物,川沙大队（三大队）,张江镇,实警,张江站,室外烧杂草,孙桥微站,1/30/2025 20:34,1/30/2025 20:35,1/30/2025 20:36,65.0,1/30/2025 20:39,是,出水处置,,1/30/2025 20:34
